said said said,300
said said said said,254
reuters said said,238
said said said said said,224
said would said,213
said said would,206
state said said,205
u said said,201
new said said,200
would said said,198
said state said,196
year said said,194
said said said said said said,188
president said said,188
said said state,187
said also said,186
reuters said said said,185
also said said,185
said said also,184
said would said said,179
state said said said,177
said year said,176
said said would said,176
said said said would,174
year said said said,173
new said said said,173
said said year,172
said one said,170
said u said,169
said state said said,168
time said said,168
one said said,167
u said said said,165
would said said said,164
said said u,164
said said one,163
president said said said,161
reuters u said,161
said would would,160
said also said said,160
state state said,159
said president said,159
said said state said,158
also said said said,157
two said said,156
reuters said would,156
would would said,155
would said would,155
said said said also,155
said year said said,154
said said said would said,154
said said said said said said said,154
said new said,153
new said said said said,153
state said state,152
state said said said said,152
said state said said said,152
said said also said,151
people said said,151
could said said,150
said could said,150
said said would said said,150
said people said,150
time said said said,150
said state state,149
said said said year,149
said said said said would,149
reuters said said said said,149
trump trump trump,149
trump trump said,148
said said said state,147
said would said said said,146
said said new,146
said last said,146
donald trump said,146
trump said said,146
said said could,145
said said president,145
say said said,145
reuters said state,145
reuters president said,145
new said would,145
year said said said said,144
state said would,144
said two said,144
said said time,144
said time said,144
new would said,144
said u said said,143
said government said,143
last said said,143
u u said,143
state would said,142
said one said said,142
president trump said,142
donald trump trump,142
would said said said said,141
said said people,140
one said said said,140
new said said said said said,140
new also said,140
said said year said,139
said said last,139
president said would,139
reuters would said,139
reuters said u,139
reuters u said said,139
trump said trump,139
u said said said said,139
said said state said said,138
said said one said,138
said also said said said,138
president president said,138
reuters state said,138
new year said,138
government said said,138
said year said said said,137
said said two,137
said said said one,137
said said u said,137
new said new,137
new york said,137
said trump said,136
president said said said said,136
new time said,136
trump president trump,136
u said u,136
state state state,135
state state said said,135
said would would said,135
said president said said,135
president trump trump,135
new new said,135
u state said,135
u said would,135
also said said said said,135
year said would,134
president said president,134
new said year,134
u said state,134
said said said said would said,133
said said said said said said said said,133
said said said also said,133
said said also said said,133
president would said,133
u president said,133
said would said would,132
said state would,132
said said said u,132
said people said said,132
new state said,132
people said said said,132
said could said said,131
said said would would,131
last said said said,131
new said state,131
trump president said,131
u would said,131
state said also,130
said year year,130
said state said said said said,130
reuters said would said,130
new said also,130
two said said said,129
state said state said,129
state also said,129
said said said said also,129
first said said,129
new one said,129
would said would said,128
said told said,128
said said said would said said,128
reuters said said would,128
new would said said,128
new also said said,128
united said said,128
told said said,127
said said said state said,127
said said said said said would,127
week said said,127
new said would said,127
would would would,126
year year said,126
year said year,126
could said said said,126
said would said said said said,126
said state also,126
said said state said said said,126
said said time said,126
said said trump,126
reuters said said said said said,126
would would said said,125
state said would said,125
said state state said,125
said said would said said said,125
said time said said,125
said new said said,125
president said also,125
official said said,125
united state said,125
state said said state,124
said said could said,124
said said said people,124
said said government,124
said united state,124
time said said said said,124
reuters said also,124
new said one,124
trump trump trump said,124
said would also,123
said also would,123
president state said,123
reuters said year,123
new said said would,123
new york said said,123
trump said said said,123
washington said said,123
york said said,123
would said said would,122
year would said,122
state said said would,122
state said said said said said,122
said said two said,122
said said year said said,122
said said said said state,122
said said said time,122
said last said said,122
said united said,122
president said trump,122
new year said said,122
new said said said said said said,122
new time said said,122
trump trump said said,122
u said said said said said,122
u u said said,122
u u u,122
also would said,122
also said would,122
would state said,121
